id,first_name,last_name,email,gender,Hobbies & Interests,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,Economics Score,geography_score,Computer Science Score,analytical thinking score,logical reasoning score,Psychology Score,preferred learning method,Recommended Stream
1107,Michelle,Mcdonald,michelle.mcdonald.1107@gslingacademy.com,female,Dance,FALSE,0,FALSE,11,Teacher,69,85,70,79,68,81,78,89,34,82,95,55,Auditory,Arts
1108,Thomas,George,thomas.george.1108@gslingacademy.com,male,Traveling,FALSE,0,FALSE,12,Banker,83,81,96,96,62,82,31,77,49,75,51,60,Reading/Writing,Technology
1109,Charles,Torres,charles.torres.1109@gslingacademy.com,male,Gaming,FALSE,2,FALSE,24,Banker,84,63,98,70,92,78,26,93,50,14,96,68,Kinesthetic,Technology
1110,Jonathan,Finley,jonathan.finley.1110@gslingacademy.com,male,Volunteering & Social Work,FALSE,2,TRUE,29,Banker,89,71,77,88,66,80,54,87,65,44,64,90,Visual,Technology
1111,Diana,Long,diana.long.1111@gslingacademy.com,female,Music,FALSE,0,FALSE,33,Accountant,77,99,73,83,71,82,16,80,74,55,86,86,Reading/Writing,Arts
1112,Jonathan,Johnson,jonathan.johnson.1112@gslingacademy.com,male,Painting & Drawing,FALSE,0,FALSE,13,Construction Engineer,94,88,98,64,99,98,32,96,98,43,47,15,Kinesthetic,Technology
1113,Nicole,Robinson,nicole.robinson.1113@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,3,FALSE,10,Teacher,93,64,81,74,96,94,29,98,15,54,77,34,Kinesthetic,Medical
1114,Rebecca,Mckinney,rebecca.mckinney.1114@gslingacademy.com,female,Cooking & Baking,FALSE,3,FALSE,38,Doctor,92,88,90,94,88,92,10,96,64,94,92,78,Auditory,Medical
1115,Daniel,Guerrero,daniel.guerrero.1115@gslingacademy.com,male,Dance,FALSE,2,FALSE,5,Real Estate Developer,73,87,92,99,84,91,60,71,49,79,67,70,Visual,Arts
1116,Jillian,Dominguez,jillian.dominguez.1116@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,3,TRUE,35,Unknown,90,87,100,98,91,98,31,96,47,48,45,41,Kinesthetic,Medical
1117,Samantha,Phillips,samantha.phillips.1117@gslingacademy.com,female,Photography,TRUE,10,FALSE,1,Business Owner,87,58,85,82,100,87,60,91,59,33,25,82,Visual,Medical
1118,Dylan,Rogers,dylan.rogers.1118@gslingacademy.com,male,Volunteering & Social Work,FALSE,2,FALSE,21,Software Engineer,88,74,99,72,63,87,65,79,35,67,37,30,Reading/Writing,Technology
1119,Brittany,Spencer,brittany.spencer.1119@gslingacademy.com,female,Volunteering & Social Work,FALSE,6,FALSE,5,Unknown,88,99,71,85,82,94,24,90,55,85,93,27,Kinesthetic,Arts
1120,Melissa,Terry,melissa.terry.1120@gslingacademy.com,female,Music,TRUE,1,TRUE,15,Banker,96,87,64,88,64,92,42,77,72,43,53,65,Kinesthetic,Arts
1121,Robin,Perez,robin.perez.1121@gslingacademy.com,female,Sports,FALSE,3,FALSE,28,Doctor,89,96,85,91,100,91,22,91,45,96,86,13,Auditory,Medical
1122,Veronica,Hopkins,veronica.hopkins.1122@gslingacademy.com,female,Coding & Programming,FALSE,1,FALSE,5,Real Estate Developer,58,77,69,83,94,70,82,97,29,39,42,19,Reading/Writing,Medical
1123,Daniel,Lewis,daniel.lewis.1123@gslingacademy.com,male,Music,FALSE,2,FALSE,35,Doctor,95,98,97,94,88,99,33,96,30,90,69,54,Visual,Arts
1124,Mallory,Collins,mallory.collins.1124@gslingacademy.com,female,Coding & Programming,FALSE,8,TRUE,28,Banker,76,69,86,72,71,79,15,63,55,44,57,98,Reading/Writing,Medical
1125,Stephen,Sosa,stephen.sosa.1125@gslingacademy.com,male,Sports,FALSE,2,FALSE,16,Construction Engineer,87,89,91,76,77,97,56,61,15,57,46,79,Auditory,Medical
1126,Andrew,Hunter,andrew.hunter.1126@gslingacademy.com,male,Photography,FALSE,2,FALSE,29,Unknown,60,65,86,66,61,99,53,89,47,94,52,20,Reading/Writing,Arts
1127,David,Hartman,david.hartman.1127@gslingacademy.com,male,Dance,FALSE,10,FALSE,3,Business Owner,70,61,83,52,81,97,76,69,44,45,83,25,Visual,Arts
1128,Paul,Taylor,paul.taylor.1128@gslingacademy.com,male,Gaming,FALSE,6,FALSE,35,Construction Engineer,90,86,99,94,100,89,70,85,38,77,45,16,Visual,Medical
1129,Brittany,Simmons,brittany.simmons.1129@gslingacademy.com,female,Sports,FALSE,2,FALSE,29,Unknown,75,96,61,73,60,77,73,81,91,84,64,65,Kinesthetic,Arts
1130,Emma,Jones,emma.jones.1130@gslingacademy.com,female,Dance,FALSE,3,TRUE,14,Accountant,96,100,96,87,83,81,10,95,68,28,52,47,Auditory,Arts
1131,Matthew,Aguilar,matthew.aguilar.1131@gslingacademy.com,male,Gaming,FALSE,2,FALSE,11,Banker,88,98,81,61,62,96,75,60,61,69,51,22,Auditory,Technology
1132,Brett,Myers,brett.myers.1132@gslingacademy.com,male,Reading Books,FALSE,2,TRUE,1,Game Developer,99,60,87,94,71,93,74,93,84,75,35,43,Visual,Technology
1133,Lisa,Alexander,lisa.alexander.1133@gslingacademy.com,female,Coding & Programming,FALSE,4,FALSE,14,Teacher,86,99,64,88,84,95,27,97,43,62,68,30,Kinesthetic,Arts
1134,Stephanie,Allen,stephanie.allen.1134@gslingacademy.com,female,Public Speaking & Debating,FALSE,4,TRUE,11,Designer,96,61,85,87,83,80,79,79,35,67,14,70,Kinesthetic,Medical
1135,Rebecca,Clark,rebecca.clark.1135@gslingacademy.com,female,Sports,FALSE,3,FALSE,28,Lawyer,87,99,70,81,62,90,31,91,75,66,80,91,Auditory,Arts
1136,Andrew,Sanders,andrew.sanders.1136@gslingacademy.com,male,Acting & Theatre,FALSE,6,FALSE,18,Software Engineer,89,90,96,97,87,84,26,63,91,74,61,49,Kinesthetic,Technology
1137,Julia,Day,julia.day.1137@gslingacademy.com,female,Painting & Drawing,FALSE,1,FALSE,31,Writer,77,98,67,67,80,90,54,66,23,97,49,32,Visual,Arts
1138,Amber,Levy,amber.levy.1138@gslingacademy.com,female,Sports,TRUE,6,FALSE,2,Business Owner,57,71,51,59,84,74,50,68,98,55,72,49,Kinesthetic,Medical
1139,Nicole,Daniel,nicole.daniel.1139@gslingacademy.com,female,Public Speaking & Debating,FALSE,0,FALSE,32,Accountant,88,93,91,92,53,65,63,88,77,67,22,38,Kinesthetic,Technology
1140,Sarah,Wells,sarah.wells.1140@gslingacademy.com,female,Public Speaking & Debating,FALSE,3,FALSE,3,Real Estate Developer,56,75,78,82,98,99,87,81,36,42,86,91,Auditory,Medical
1141,Laura,Stone,laura.stone.1141@gslingacademy.com,female,Public Speaking & Debating,TRUE,1,FALSE,33,Accountant,94,79,64,79,96,98,86,93,63,17,34,12,Reading/Writing,Medical
1142,Katherine,Glenn,katherine.glenn.1142@gslingacademy.com,female,Reading Books,FALSE,3,FALSE,4,Business Owner,57,71,76,59,58,84,11,73,86,62,82,100,Kinesthetic,Arts
1143,Catherine,Mccall,catherine.mccall.1143@gslingacademy.com,female,Dance,TRUE,4,FALSE,0,Business Owner,81,86,68,65,87,78,76,82,39,50,43,10,Visual,Arts
1144,Tammy,Andrews,tammy.andrews.1144@gslingacademy.com,female,Public Speaking & Debating,FALSE,2,FALSE,10,Stock Investor,96,83,64,84,98,79,93,99,62,78,92,99,Kinesthetic,Arts
1145,Kathryn,Powell,kathryn.powell.1145@gslingacademy.com,female,Volunteering & Social Work,FALSE,8,FALSE,11,Banker,97,66,76,80,81,82,84,64,52,44,36,43,Kinesthetic,Technology
1146,Michael,Lutz,michael.lutz.1146@gslingacademy.com,male,Acting & Theatre,FALSE,3,FALSE,5,Game Developer,86,76,92,86,75,67,55,79,26,83,90,26,Visual,Medical
1147,Brian,Myers,brian.myers.1147@gslingacademy.com,male,Writing & Blogging,FALSE,4,FALSE,33,Doctor,94,74,95,82,100,63,29,97,47,82,48,64,Reading/Writing,Medical
1148,Maria,Adams,maria.adams.1148@gslingacademy.com,female,Painting & Drawing,FALSE,2,TRUE,29,Software Engineer,88,83,94,80,97,95,100,78,76,28,25,71,Reading/Writing,Medical
1149,Ronnie,Nguyen,ronnie.nguyen.1149@gslingacademy.com,male,Volunteering & Social Work,FALSE,3,FALSE,26,Unknown,84,74,74,67,72,99,35,65,50,33,86,14,Auditory,Medical
1150,Daniel,Stephens,daniel.stephens.1150@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,1,FALSE,25,Stock Investor,85,82,88,62,71,71,51,75,74,15,17,71,Auditory,Technology
1151,Brandon,Oliver,brandon.oliver.1151@gslingacademy.com,male,Traveling,FALSE,2,TRUE,30,Unknown,78,89,95,71,68,71,26,69,22,89,27,67,Kinesthetic,Arts
1152,David,Vazquez,david.vazquez.1152@gslingacademy.com,male,Reading Books,FALSE,2,FALSE,13,Unknown,86,66,77,74,84,72,54,95,50,62,43,10,Visual,Medical
1153,Desiree,Moore,desiree.moore.1153@gslingacademy.com,female,Photography,FALSE,1,FALSE,25,Software Engineer,99,98,80,83,89,68,58,61,65,98,39,33,Reading/Writing,Technology
1154,Jessica,Turner,jessica.turner.1154@gslingacademy.com,female,Painting & Drawing,FALSE,0,FALSE,15,Teacher,67,64,99,84,100,81,71,78,60,70,100,85,Visual,Medical
1155,Scott,Bishop,scott.bishop.1155@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,6,FALSE,10,Banker,84,94,60,83,97,75,59,97,39,26,55,41,Kinesthetic,Arts
1156,Cassandra,Flores,cassandra.flores.1156@gslingacademy.com,female,Dance,TRUE,3,TRUE,0,Artist,72,62,96,95,97,71,29,83,86,100,17,83,Reading/Writing,Medical
1157,Miguel,Hernandez,miguel.hernandez.1157@gslingacademy.com,male,Writing & Blogging,TRUE,1,FALSE,17,Designer,74,88,99,92,93,85,28,81,32,85,94,19,Kinesthetic,Medical
1158,Brittany,Welch,brittany.welch.1158@gslingacademy.com,female,Traveling,TRUE,5,FALSE,4,Business Owner,74,74,83,52,70,87,55,95,40,78,26,98,Kinesthetic,Arts
1159,Robert,Ross,robert.ross.1159@gslingacademy.com,male,Acting & Theatre,FALSE,3,FALSE,32,Lawyer,91,92,64,69,82,94,80,61,53,29,57,49,Auditory,Arts
1160,Jennifer,White,jennifer.white.1160@gslingacademy.com,female,Traveling,FALSE,5,FALSE,34,Accountant,77,66,94,77,49,83,91,64,68,86,13,29,Visual,Technology
1161,Rebecca,Smith,rebecca.smith.1161@gslingacademy.com,female,Sports,FALSE,7,FALSE,8,Government Officer,87,90,91,60,95,67,89,62,77,71,65,21,Auditory,Technology
1162,Jessica,Ferrell,jessica.ferrell.1162@gslingacademy.com,female,Coding & Programming,FALSE,1,TRUE,3,Unknown,60,70,61,63,61,71,68,73,57,92,33,61,Auditory,Arts
1163,Jeremy,Montgomery,jeremy.montgomery.1163@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,1,TRUE,3,Business Owner,92,84,86,80,73,97,84,88,80,49,35,52,Visual,Technology
1164,Angel,Gilbert,angel.gilbert.1164@gslingacademy.com,female,Photography,TRUE,9,FALSE,4,Business Owner,71,89,63,50,63,64,22,69,91,17,61,88,Auditory,Arts
1165,Rebecca,Roman,rebecca.roman.1165@gslingacademy.com,female,Writing & Blogging,FALSE,1,FALSE,2,Artist,62,100,91,75,99,76,50,78,59,89,93,72,Visual,Arts
1166,Frank,Lopez,frank.lopez.1166@gslingacademy.com,male,Dance,FALSE,0,FALSE,0,Real Estate Developer,100,85,81,91,75,64,36,83,18,74,51,20,Auditory,Arts
1167,Thomas,Hernandez,thomas.hernandez.1167@gslingacademy.com,male,Reading Books,FALSE,5,TRUE,3,Game Developer,94,65,100,77,66,96,17,68,19,64,64,59,Kinesthetic,Technology
1168,Crystal,Miller,crystal.miller.1168@gslingacademy.com,female,Traveling,FALSE,4,FALSE,4,Artist,98,80,66,94,86,72,68,86,25,49,31,85,Kinesthetic,Medical
1169,Nicholas,Wallace,nicholas.wallace.1169@gslingacademy.com,male,Gaming,FALSE,3,FALSE,21,Construction Engineer,94,81,88,81,71,92,90,73,42,24,99,44,Reading/Writing,Technology
1170,Arthur,Brown,arthur.brown.1170@gslingacademy.com,male,Public Speaking & Debating,FALSE,3,FALSE,4,Game Developer,92,69,93,67,79,84,30,69,17,90,45,12,Kinesthetic,Medical
1171,Corey,Monroe,corey.monroe.1171@gslingacademy.com,male,Writing & Blogging,FALSE,5,TRUE,1,Business Owner,50,87,93,84,86,73,75,74,16,43,34,35,Visual,Medical
1172,Angel,Green,angel.green.1172@gslingacademy.com,female,Sports,FALSE,7,FALSE,49,Doctor,99,98,94,96,95,88,83,92,77,28,40,44,Visual,Medical
1173,Tina,Anderson,tina.anderson.1173@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,3,FALSE,12,Teacher,70,68,89,60,79,85,38,66,26,38,29,58,Kinesthetic,Medical
1174,Rebecca,Khan,rebecca.khan.1174@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,6,FALSE,9,Government Officer,92,93,86,61,78,80,11,62,100,39,40,10,Reading/Writing,Technology
1175,Terry,Dean,terry.dean.1175@gslingacademy.com,male,Traveling,TRUE,1,FALSE,20,Banker,82,70,86,66,97,93,97,91,72,35,80,29,Auditory,Medical
1176,Tyler,Martin,tyler.martin.1176@gslingacademy.com,male,Writing & Blogging,FALSE,7,TRUE,16,Construction Engineer,83,73,82,62,92,68,27,76,59,47,69,80,Visual,Arts
1177,Derrick,Hartman,derrick.hartman.1177@gslingacademy.com,male,Acting & Theatre,FALSE,1,FALSE,13,Stock Investor,84,85,64,74,79,92,73,64,20,99,66,39,Visual,Arts
1178,Mark,Stevens,mark.stevens.1178@gslingacademy.com,male,Volunteering & Social Work,FALSE,0,FALSE,30,Unknown,60,71,91,83,93,88,46,97,69,59,28,63,Visual,Medical
1179,Scott,Tate,scott.tate.1179@gslingacademy.com,male,Public Speaking & Debating,FALSE,3,FALSE,7,Unknown,67,60,99,60,82,81,23,63,18,85,57,66,Reading/Writing,Medical
1180,Melissa,Deleon,melissa.deleon.1180@gslingacademy.com,female,Traveling,FALSE,3,FALSE,38,Doctor,96,92,93,91,88,90,43,88,89,43,92,91,Kinesthetic,Technology
1181,Nicole,Newman,nicole.newman.1181@gslingacademy.com,female,Volunteering & Social Work,FALSE,4,FALSE,7,Stock Investor,97,63,61,77,74,94,88,61,51,18,27,25,Kinesthetic,Technology
1182,Brent,Burton,brent.burton.1182@gslingacademy.com,male,Dance,FALSE,1,FALSE,8,Unknown,89,62,79,60,93,77,65,73,97,45,95,19,Reading/Writing,Technology
1183,Victor,Bright,victor.bright.1183@gslingacademy.com,male,Music,FALSE,0,FALSE,8,Real Estate Developer,68,95,62,65,70,65,13,64,50,86,52,33,Reading/Writing,Arts
1184,Kenneth,Turner,kenneth.turner.1184@gslingacademy.com,male,Photography,FALSE,9,TRUE,11,Construction Engineer,82,85,94,75,97,98,30,76,58,84,96,42,Visual,Medical
1185,Lisa,Bailey,lisa.bailey.1185@gslingacademy.com,female,Dance,FALSE,3,TRUE,30,Software Engineer,85,78,99,81,60,83,49,75,80,49,81,75,Reading/Writing,Arts
1186,Nancy,Fowler,nancy.fowler.1186@gslingacademy.com,female,Music,FALSE,3,TRUE,11,Unknown,86,66,84,86,74,91,22,66,25,49,28,76,Visual,Arts
1187,Gabriel,Wilson,gabriel.wilson.1187@gslingacademy.com,male,Painting & Drawing,FALSE,2,FALSE,35,Accountant,87,86,89,94,93,91,77,88,20,92,94,56,Auditory,Medical
1188,Andrea,Barrett,andrea.barrett.1188@gslingacademy.com,female,Public Speaking & Debating,FALSE,7,FALSE,4,Business Owner,98,81,58,78,91,74,81,75,25,77,95,67,Auditory,Medical
1189,Jessica,Williams,jessica.williams.1189@gslingacademy.com,female,Music,FALSE,9,TRUE,6,Real Estate Developer,91,94,75,86,84,67,56,97,99,69,84,52,Visual,Arts
1190,Hector,Cox,hector.cox.1190@gslingacademy.com,male,Photography,FALSE,1,FALSE,33,Doctor,100,90,89,91,86,75,75,72,54,59,46,53,Visual,Medical
1191,Michelle,Mendoza,michelle.mendoza.1191@gslingacademy.com,female,Painting & Drawing,FALSE,1,FALSE,1,Real Estate Developer,50,60,70,75,100,62,43,100,44,95,84,25,Auditory,Medical
1192,Adam,Wallace,adam.wallace.1192@gslingacademy.com,male,Acting & Theatre,FALSE,3,FALSE,11,Designer,75,92,70,62,87,87,30,98,86,20,74,97,Kinesthetic,Arts
1193,Kelly,Harris,kelly.harris.1193@gslingacademy.com,female,Photography,FALSE,7,FALSE,21,Stock Investor,86,62,81,63,92,75,76,79,18,60,57,25,Auditory,Medical
1194,Anthony,Clark,anthony.clark.1194@gslingacademy.com,male,Dance,FALSE,3,FALSE,24,Banker,80,66,67,72,78,99,29,67,53,41,26,85,Reading/Writing,Arts
1195,Randall,Wyatt,randall.wyatt.1195@gslingacademy.com,male,Painting & Drawing,FALSE,7,FALSE,4,Business Owner,56,66,92,74,79,80,97,68,46,36,50,65,Visual,Medical
1196,Ryan,Sutton,ryan.sutton.1196@gslingacademy.com,male,Writing & Blogging,FALSE,1,FALSE,1,Game Developer,91,72,85,78,92,82,22,85,36,32,64,59,Kinesthetic,Arts
1197,Rick,Garcia,rick.garcia.1197@gslingacademy.com,male,Coding & Programming,FALSE,1,TRUE,12,Construction Engineer,94,65,90,79,97,76,78,75,72,97,81,72,Visual,Medical
1198,Frank,Schmitt,frank.schmitt.1198@gslingacademy.com,male,Sports,FALSE,7,FALSE,28,Construction Engineer,81,82,99,86,88,60,51,89,69,42,60,90,Kinesthetic,Medical
1199,Alan,Mcgrath,alan.mcgrath.1199@gslingacademy.com,male,Acting & Theatre,FALSE,2,FALSE,20,Accountant,94,82,91,94,100,99,17,69,54,65,66,53,Visual,Medical
1200,Lauren,Gomez,lauren.gomez.1200@gslingacademy.com,female,Sports,FALSE,3,FALSE,35,Doctor,99,89,93,87,86,90,97,96,88,11,58,47,Kinesthetic,Technology
1201,Katherine,Taylor,katherine.taylor.1201@gslingacademy.com,female,Music,FALSE,0,FALSE,33,Lawyer,88,83,62,88,100,83,80,84,11,75,13,23,Visual,Arts
1202,Ashley,York,ashley.york.1202@gslingacademy.com,female,Dance,FALSE,6,FALSE,4,Real Estate Developer,79,74,68,82,65,73,88,89,21,80,41,16,Visual,Arts
1203,Charles,Rangel,charles.rangel.1203@gslingacademy.com,male,Gaming,TRUE,4,FALSE,1,Business Owner,49,85,70,90,79,71,12,67,98,28,28,42,Reading/Writing,Medical
1204,Brooke,Burnett,brooke.burnett.1204@gslingacademy.com,female,Music,FALSE,5,FALSE,7,Government Officer,97,99,67,87,66,68,42,67,23,60,89,10,Visual,Arts
1205,Ronald,Lane,ronald.lane.1205@gslingacademy.com,male,Cooking & Baking,FALSE,3,FALSE,27,Construction Engineer,96,70,82,71,99,90,99,65,38,96,44,96,Visual,Medical
1206,Emma,Andrews,emma.andrews.1206@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,2,FALSE,34,Stock Investor,89,71,75,65,74,93,58,90,34,95,11,18,Auditory,Arts
1207,Nancy,Esparza,nancy.esparza.1207@gslingacademy.com,female,Acting & Theatre,TRUE,2,FALSE,17,Software Engineer,94,90,77,65,83,79,57,96,29,10,86,12,Visual,Arts
1208,Sean,Erickson,sean.erickson.1208@gslingacademy.com,male,Photography,FALSE,1,FALSE,18,Unknown,62,73,95,68,61,60,92,68,78,23,51,35,Auditory,Technology
1209,Heather,Davis,heather.davis.1209@gslingacademy.com,female,Sports,FALSE,2,TRUE,9,Real Estate Developer,68,94,92,77,79,88,20,74,33,28,99,48,Visual,Arts
1210,Kimberly,Bailey,kimberly.bailey.1210@gslingacademy.com,female,Traveling,FALSE,2,FALSE,3,Real Estate Developer,58,66,99,98,69,65,81,78,63,41,49,67,Visual,Medical
1211,Tracy,Garcia,tracy.garcia.1211@gslingacademy.com,female,Acting & Theatre,FALSE,5,FALSE,28,Banker,92,77,75,84,74,82,91,78,18,31,53,83,Kinesthetic,Arts
1212,Brenda,Rhodes,brenda.rhodes.1212@gslingacademy.com,female,Coding & Programming,FALSE,5,FALSE,28,Stock Investor,90,78,86,83,98,71,52,84,79,69,97,34,Kinesthetic,Medical
1213,Sarah,Brooks,sarah.brooks.1213@gslingacademy.com,female,Painting & Drawing,FALSE,2,FALSE,26,Doctor,84,67,89,96,88,60,95,88,41,72,72,63,Visual,Medical
1214,Jennifer,Beck,jennifer.beck.1214@gslingacademy.com,female,Dance,TRUE,10,TRUE,4,Business Owner,81,85,50,53,55,91,82,78,66,99,27,16,Visual,Arts
1215,Allison,Bond,allison.bond.1215@gslingacademy.com,female,Painting & Drawing,FALSE,3,FALSE,15,Teacher,87,89,94,82,81,98,94,88,49,78,88,90,Auditory,Arts
1216,Jessica,Smith,jessica.smith.1216@gslingacademy.com,female,Volunteering & Social Work,FALSE,3,FALSE,33,Unknown,88,75,83,74,76,72,62,61,21,82,41,88,Reading/Writing,Medical
1217,Carol,Nguyen,carol.nguyen.1217@gslingacademy.com,female,Volunteering & Social Work,FALSE,3,TRUE,31,Writer,76,83,100,96,65,98,94,97,87,41,56,39,Auditory,Technology
1218,George,Francis,george.francis.1218@gslingacademy.com,male,Cooking & Baking,FALSE,5,TRUE,7,Government Officer,60,66,65,90,61,96,19,74,58,25,21,20,Auditory,Medical
1219,Michelle,Dixon,michelle.dixon.1219@gslingacademy.com,female,Traveling,FALSE,1,FALSE,26,Unknown,85,64,98,68,70,63,27,77,62,26,30,11,Auditory,Technology
1220,Linda,George,linda.george.1220@gslingacademy.com,female,Cooking & Baking,FALSE,9,FALSE,3,Business Owner,73,88,57,93,85,85,38,77,90,43,66,97,Reading/Writing,Arts
1221,Larry,Bruce,larry.bruce.1221@gslingacademy.com,male,Painting & Drawing,FALSE,5,FALSE,31,Lawyer,99,81,80,89,75,83,25,93,90,43,76,82,Auditory,Technology
1222,Charles,Myers,charles.myers.1222@gslingacademy.com,male,Cooking & Baking,FALSE,4,FALSE,1,Business Owner,95,57,77,81,83,57,52,70,21,21,92,80,Kinesthetic,Medical
1223,Matthew,Boyd,matthew.boyd.1223@gslingacademy.com,male,Volunteering & Social Work,FALSE,4,TRUE,30,Accountant,92,90,92,78,59,68,97,96,76,48,80,11,Auditory,Technology
1224,Ronald,Brewer,ronald.brewer.1224@gslingacademy.com,male,Dance,FALSE,2,TRUE,28,Lawyer,100,94,76,60,95,90,35,66,95,14,16,15,Visual,Technology
1225,Kimberly,Mcgee,kimberly.mcgee.1225@gslingacademy.com,female,Dance,TRUE,3,FALSE,24,Doctor,89,67,98,94,89,60,89,95,14,48,97,89,Reading/Writing,Medical
1226,Jill,Anderson,jill.anderson.1226@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,1,TRUE,28,Banker,94,66,68,94,62,76,29,77,93,39,50,89,Auditory,Technology
1227,David,Coffey,david.coffey.1227@gslingacademy.com,male,Coding & Programming,FALSE,6,FALSE,6,Real Estate Developer,89,64,78,85,68,84,17,99,44,49,32,84,Kinesthetic,Arts
1228,Brittany,Henderson,brittany.henderson.1228@gslingacademy.com,female,Volunteering & Social Work,TRUE,9,TRUE,5,Business Owner,74,79,82,51,67,65,10,82,17,35,27,38,Reading/Writing,Arts
1229,Holly,Richardson,holly.richardson.1229@gslingacademy.com,female,Volunteering & Social Work,FALSE,2,FALSE,12,Teacher,95,82,70,81,94,93,95,69,67,83,42,17,Visual,Medical
1230,Justin,Brooks,justin.brooks.1230@gslingacademy.com,male,Public Speaking & Debating,FALSE,7,FALSE,3,Unknown,93,74,98,100,62,83,22,87,32,27,47,60,Reading/Writing,Technology
1231,Joan,Frederick,joan.frederick.1231@gslingacademy.com,female,Volunteering & Social Work,FALSE,4,FALSE,26,Lawyer,94,91,98,94,88,97,78,94,55,54,97,80,Reading/Writing,Medical
1232,Loretta,Webb,loretta.webb.1232@gslingacademy.com,female,Coding & Programming,FALSE,4,FALSE,18,Accountant,85,80,84,96,45,84,21,90,21,89,50,61,Visual,Arts
1233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,5,FALSE,31,Accountant,94,98,74,94,35,95,30,80,33,56,71,51,Reading/Writing,Arts
1234,Jaime,Houston,jaime.houston.1234@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,1,FALSE,17,Teacher,95,88,85,66,70,72,16,97,44,24,97,24,Reading/Writing,Arts
1235,Jacqueline,Goodman,jacqueline.goodman.1235@gslingacademy.com,female,Photography,FALSE,2,TRUE,23,Software Engineer,97,82,100,69,64,73,19,88,39,90,25,79,Kinesthetic,Technology
1236,Brian,Crawford,brian.crawford.1236@gslingacademy.com,male,Coding & Programming,FALSE,0,FALSE,17,Designer,100,83,67,77,88,76,64,84,81,67,44,71,Visual,Technology
1237,John,Reynolds,john.reynolds.1237@gslingacademy.com,male,Music,FALSE,4,FALSE,29,Doctor,99,65,97,89,87,72,99,86,52,38,97,35,Kinesthetic,Medical
